id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
30915,71558,Bud Redhead: The Time Chase,"One day Bud and Rachel were walking in a park when suddenly some strange green-furred creature jumped out of a bright flash of light. The creature grabbed Rachel and ran into the light which then disappeared.    Bud is desperate! Only YOU can help him to rescue Rachel!    Take a journey with Bud through space and time in pursuit of Feyatta, a well known green-furred intergalactic abductor. Your quest will lead you to 4 different places in space-time continuum: from the forest more than 8000 years ago, over Ancient Egypt and Medieval Castles, to a Space Ship orbiting Saturn a couple of million years in the future!",2003-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
31488,47025,Pac Brothers,NULL,2003-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31598,143555,Ashita no Joe: Masshiro ni Moe Tsukiro!,NULL,2003-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32234,24089,High Heat Major League Baseball 2004,NULL,2003-03-04 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
33248,49284,Elevator Action: Old & New,NULL,2003-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33614,49315,Archer Maclean's 3D Pool,NULL,2003-10-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33745,6321,BattleBots: Design & Destroy,NULL,2003-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33760,49528,Bomberman Jetters: Game Collection,NULL,2003-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34154,97975,Stick RPG,NULL,2003-01-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34811,49815,Sister Princess: Re Pure,NULL,2003-04-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34832,49308,Carrera Power Slide,NULL,2003-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35314,65457,Chobits: Chii Dake no Hito,NULL,2003-05-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35406,67730,The Wild Rings,NULL,2003-04-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35540,165536,Lost Passage: Ushinawareta Hitofushi,NULL,2003-10-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35776,6010,Pulse Racer,NULL,2003-01-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35953,138992,Harum Scarum,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
36311,18258,Finding Nemo: Nemo's Underwater World of Fun,NULL,2003-05-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
36351,84293,Space Instigators,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
36728,45831,Musapey's Choco Marker,NULL,2003-01-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37010,127973,Uden at prale - det er Harry,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37329,43531,Gunfighter II: Revenge of Jesse James,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37368,43600,Grand Prix Challenge,NULL,2003-04-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
37499,482,Silent Hill 3,"Seventeen years have passed since the events of the first game, and the baby whom the Incubator gave to Harry Mason at the end of the first game, Heather Mason, is now a teenage girl. Harry took Heather into his care to raise as his own daughter. One fine day, Heather goes shopping but is suddenly thrust into a strange alternate reality filled with demonic imagery and twisted monsters. She hears footsteps, disgusting, creepy monsters attack her, and she has to defend herself. Heather quickly comes to find that the events unfolding around her have something to do with her past. Exploring the eerie town of Silent Hill, she must find a way to escape.",2003-05-23 00:00:00.000,98,NULL,88.0000,4,83.7094,257
37896,22278,Apocalyptica,NULL,2003-10-24 00:00:00.000,NULL,NULL,30.0000,1,NULL,NULL
38063,51230,Harbinger,NULL,2003-02-26 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
38227,22243,RTX Red Rock,NULL,2003-07-17 00:00:00.000,NULL,NULL,54.5000,3,NULL,NULL
38341,49620,Inukko Club: Fukumaru no Daibouken,NULL,2003-01-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38884,19284,Truck Dismount,NULL,2003-08-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38932,43943,XS Junior League Dodgeball,NULL,2003-10-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39215,47310,Furious Karting,NULL,2003-04-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39290,43279,Jimmy Neutron: Jet Fusion,NULL,2003-09-16 00:00:00.000,1,NULL,NULL,NULL,44.0000,0
39363,143110,Cel Damage 2,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39529,96,Need for Speed: Underground,NULL,2003-11-17 00:00:00.000,194,NULL,76.5000,2,84.0416,556
39657,43242,MLF 2,NULL,2003-04-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39673,43661,All Star Pro Wrestling 3,NULL,2003-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39955,72250,The Spirit Engine,NULL,2003-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40129,72126,O2Jam,NULL,2003-06-29 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
40540,59219,Tsumamigui 2,NULL,2003-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40730,72137,The Biggest Creators of Empires,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40868,95455,Dance: UK,NULL,2003-10-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41069,128399,My sex slave is a classmate,NULL,2003-03-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41324,43918,Jigsaw Madness,NULL,2003-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41602,49676,Kotoba no Puzzle: Mojipittan Advance,NULL,2003-02-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42469,49321,The Muppets: On With the Show!,NULL,2003-05-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42605,5823,ESPN College Hoops,NULL,2003-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42632,49795,RPG Tsukuuru Advance,NULL,2003-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42697,92716,FreeCol,NULL,2003-01-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42871,61957,Exodus Guilty Vol. 1 Present,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42982,152315,Super Magro World,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43105,166449,Medarot Brave,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43482,91415,Narcolepsy,NULL,2003-12-27 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
43555,45139,The Legend of Zelda: Collector's Edition,NULL,2003-11-07 00:00:00.000,2,NULL,NULL,NULL,80.0460,6
43580,135588,Age of Wanderer,"Set during the Japanese occupancy of Korea, descendants of both Korea and Japan are embroiled in a power struggle to control the streets of Jongro, the center of Korean trade. Gangsters harass the merchants, joining hands with the Japanese to disturb the peace of the community. Spurred into action, Doo Han Kim, the son of General Jwah Jin Kim, and Sirasoni, the greatest fighter of all time of Manjoo descent, rise up and challenge the tyranny of oppression. The resistance of the Japanese police, military police, and opposing gangs grow stronger... but Doo Han Kim and Sirasoni take to the streets to fight for the common people and restore peace to Jongro. Doo Han Kim and Sirasoni, Together The leader of the Umi Gang and a legendary man of fists, Doo Han Kim comes together with Sirasoni, the greatest Korean fighter of all time to battle injustice and challenge the powers that work with the Japanese to oppress Korea. Defeat the Honmachi Clan, gangsters, and thugs in this fast paced, exciting action game.",2003-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43673,159403,1942 Wing Baron,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44026,43656,HSX: Hypersonic Xtreme,NULL,2003-02-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44054,73949,Dancing Stage Fever,NULL,2003-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44778,755,IL-2 Sturmovik: Forgotten Battles,NULL,2003-03-02 00:00:00.000,6,NULL,NULL,NULL,75.1564,6
44929,36310,Salammbo: Battle for Carthage,"In 264 BC, Hannibal's proud city has just been overrun by its rival Rome in the first Punic War. Tired of waiting to be paid, the mercenaries who fought for Carthage against Rome revolted and laid siege to the city. In the very heart of the disruptions and massacres, Salammbo, the daughter of the Shophet Hamilcar, commander of the Carthaginian forces, falls in love with the chief of the rebels, Matho, who is leading the war against the city. Portraying Spendius, an escaped slave and companion of Matho, the player will discover the fantastic history of these mercenaries who fought against Carthage. Spendius is a survivor and an opportunist more than a conqueror. He is a man who stays in the shadows, much more suited to slipping in the night into an enemy city than confronting an enemy face to face...To save his life, he will have to encourage this war and try to take advantage of the disturbances to gain power, fortune and perhaps the love of the beautiful Salammbo.",2003-05-08 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,1
44943,124007,Doubutsu no Mori e+,NULL,2003-06-27 00:00:00.000,NULL,NULL,NULL,NULL,74.0000,2
45246,125378,Mata Nui Online Game II: The Final Chronicle,"One night, a storm ravaged Ga-Koro, and Hahli had to repair the bridge to the rest of Ga-Koro from the lily pad that her and Amaya's huts on the outer edge of the village. She performed errands for the other Ga-Matoran and spoke with Nixie, who showed her a formula to find coordinates based on the six Toa. Nokama, recently returned from a Turaga meeting, announced the villages would hold a Kolhii Tournament, and chose Hahli over Kotu to play for Ga-Koro, with Macku as her defense player. While talking with the other Ga-Matoran, Hahli received the Charm from Shasa representing Unity, the Speed Charm from Kai, and the Purity Charm from Marka. Pelagia took Hahli into Naho Bay to swim with a Takea to improve her Speed. When Onepu and Taipu came to play the Ga-Matoran, Hahli used her Speed to get the better of the team. The Onu-Matoran invited her to Onu-Koro, where she explored the Marn Tunnels. After diving in the now flooded Great Mine to recover mining equipment, she helped Azibo recover his Sluice, and he gave Hahli the Prosperity Charm in return. Taipu trained Hahli in the Onu-Matoran discipline of Stamina and gave her its Charm. Hahli also met Nuparu, who gave her fitness check-ups.  Hahli had to go to Ko-Koro for the approaching Kolhii match. While exploring, she met Jaatikko and Toudo, who gave her the Destiny Charm and Peace Charm, respectively. Hahli traversed The Drifts and found Kantai, who trained her in Willpower and gave her its Charm. Using Willpower and Stamina, Hahli defeated Matoro and Kopeke in the match. Arriving in Le-Koro, Hahli was greeted by Kongu and Matau and found the Faith Charm. During training in Accuracy with Bamboo Disks under Tamaru, Hahli found the Accuracy Charm. Using her improved Accuracy, Hahli won the match against Kongu and Tamaru, and left for Po-Koro. In Po-Koro, she learned about Creation from Hewkii and found its Charm. She practiced in Strategy with Golyo by herding Mahi and also found its Charm. In the subsequent match, she used her new skills to defeat Hafu and Hewkii. Leaving the village, she travelled to Ta-Koro to play Jaller and Takua, and Jaller directed her to Keahi to train in Strength. After learning about the last Principle of Courage from Kapura, she used her full knowledge of the Skills and Principles to defeat Ta-Koro, securing a spot in the Championship.  In the Championship, the Ga-Koro team played against Po-Koro and Ta-Koro at the Ta-Koro Kolhii Stadium, and Hahli and Macku won narrowly. At the end of the game, the Mask of Light slipped out of Jaller's bag, leading the Turaga to proclaim Jaller the herald of the Seventh Toa and set him upon a quest. Hahli wanted to speak to Jaller, but he had to leave quickly on his quest. Trying to find him, she found the Courage Charm in Jaller's home the and Duty Charm at the Wall of History. She returned to Ga-Koro and looked at the formula Nixie had showed her. Because of the announcement of the Seventh Toa, she used seven as the base number instead six, calculating a coordinate in Naho Bay. Pelagia sailed her to the coordinate, and Hahli found the Temple of Purity in the ocean She located the Crystal of Purity deep in the ocean, and unlocked its Temple with the Charms. After showing the Crystal to Nixie, Hahli went to find the other temples. In Onu-Koro, Hahli swam again in the Great Mine, diving to the bottom to find the Temple of Prosperity. Unlocking it, she retrieved the Crystal of Prosperity and swam back up to the surface. The Drifts contained the Temple of Peace, a grouping of three statues Hahli unlocked to reveal another Crystal. In Le-Wahi, the highest tree-top contained the Temple of Faith, and using Charms she retrieved the Crystal of Faith. The Temple of Creation was a statue half covered in sand in Po-Wahi, that Hahli entered to retrieve the Crystal of Creation. With five Crystals, Hahli returned to Ta-Koro to look for the final Temple, Charm, and Crystal.  Arrival of the Rahkshi  Hahli unlocking the Crystal's secret Three Rahkshi suddenly attacked Ta-Koro, but Hahli was able to raise the bridge so the Matoran could escape. Confronted by Lerahk, she fled Ta-Koro as it was destroyed and ran into Ta-Wahi. Hahli stumbled upon the Temple of Courage and found Courage's Charm. Using it to enter the Temple, she found the last Crystal. Wandering the Ta-Wahi Beach, Hahli found the Great Telescope and a carving of The Legend of Mata Nui. Noticing slots in the carving, Hahli inserted the Crystals, and was teleported to Kini-Nui where she watched as three more Rahkshi flew overhead.  When Jaller died and Takua transformed into Takanuva, Hahli mourned Jaller deeply. Once the Toa built the Ussanui, she placed his mask upon the helm to lead Takanuva to victory and a new light. She then hid in the Ussanui and traveled with Takanuva into Mangaia for his conflict with Makuta Teridax. There, Takanuva sent her to bring the other Turaga and Toa Nuva from the surface. This incited quarreling among the islanders, whom Hahli quieted with a hopeful speech about Jaller and the Three Virtues. After Takanuva defeated Teridax and transformed with him into Takutanuva, he lifted the gate for the Matoran. When Hahli ran by with Jaller's mask, Takutanuva stopped her and gave up part of his life force to bring Jaller back to life. Takutanuva then perished, and Takanuva emerged from the rubble of the gate.  Hahli was given the position of Chronicler by Nokama, and was one of a handful of Matoran who witnessed the Turaga tell the tales of their adventures as Toa Metru and Toa Hordika, recording the legends in her position as Chronicler.",2003-06-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45300,49800,Sylvania Families 4: Meguru Kisetsu no Tapestry,NULL,2003-01-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45344,137319,Over the Monochrome Rainbow featuring Shogo Hamada,NULL,2003-03-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45430,64642,Hinokakera the Fragments of Innocent Sinner,NULL,2003-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45460,7035,Ketsui: Kizuna Jigoku Tachi,"In the year 2054, chaos spreads over the globe as global warming finally exacts its toll on Earth: the ice caps quickly melt, causing a tremendous series of cataclysms and for entire nations to disappear under the sea. The near apocalyptic setting and the quickly depleting resources of the remaining dry lands force nations into constant war, eventually culminating into World War III; all efforts by the United Nations to cease hostilities are thwarted by a seemingly endless supply of technologically advanced weaponry being sold to each side of every conflict. After investigation, the source is tracked back to EVAC Industry co. ltd, an arms dealer who's been reaping tremendously high profits from the situation, at times directly intervening to fuel the hostilities with utter disregard towards human lives; any attempt to negotiate with the board of directors has utterly failed, the earnings having proven high enough for the company to build its own cities, shipyards, defensive emplacements and even a private airport, to the point of assembling its own army of extremely well equipped mercenary troops.  Being unable to enter the fray officially, the UN sets up a strike team of four pilots, each pair given one of two advanced helicopters: the plan is to simulate a rebellion within EVAC forces and bring down the company's headquarters, where research on a series of tremendous warmachines is taking place; for this reason, the planes both bear EVAC insignia and callsigns and are built according to stolen prototype blueprints - by no means, in success or failure, must the operation be traced back to the United Nations. However, for all this secrecy to be effective, even in victories the assault choppers will have to be destroyed... and the pilots killed. However, to compensate for their sacrifice, the UN shall fulfill one of their wishes, no matter what it is. And this, on board a stolen EVAC carrier plane, is how the story begins...",2003-01-28 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
45534,17299,Haegemonia: The Solon Heritage,NULL,2003-10-28 00:00:00.000,1,NULL,NULL,NULL,50.0000,4
46066,49606,Gensou Maden Saiyuuki: Hangyaku no Toshin Taishi,NULL,2003-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46135,124317,TROGDOR!,NULL,2003-03-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46236,27891,SimCity 4: Deluxe Edition,NULL,2003-09-22 00:00:00.000,6,NULL,NULL,NULL,75.8189,14
46629,5830,F1 Career Challenge,NULL,2003-12-31 00:00:00.000,NULL,NULL,63.0000,2,48.0000,0
46763,94245,RTL Skispringen 2003,NULL,2003-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46797,6601,Sonic Pinball Party,NULL,2003-06-01 00:00:00.000,NULL,NULL,81.0000,1,NULL,NULL
47178,1336,Contract J.A.C.K.,NULL,2003-11-11 00:00:00.000,4,NULL,55.0000,1,67.7955,10
47420,44895,RC Helicopter,NULL,2003-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47441,110887,Keptosh: The Search for Junc,"It is the year 2084.    You live in ServaCor city. The city is ruled by the massive corporation called ServaCor. Humans have come to rely on electricity and data to sustain their lives. The slang term of ""junc and flow"" has been given to these two vices. ServaCor supplies junc to the entire city, while flow is gathered from a Lunar based computer network.    Most citizens of ServaCor and the millions of other cities just like it hate their rulers. The corporations provide the citizens with free food, beer, shelter, junc, and flow in exchange for what is almost slave labor in huge robot factories. Most people are not happy with their situation, they see these ""free"" provisions as thinly masked ways to keep the citizens in line.    Welcome to the future.    You are Adis Keptosh.",2003-01-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47497,47009,Bob the Builder: Bob's Castle Adventure,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47775,139124,Jewel of Arabia: Dreamers,NULL,2003-06-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47787,43884,Barbie: Gotta Have Games,NULL,2003-12-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48426,49174,Dragon Drive: World D Break,NULL,2003-08-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48719,93300,Magische Kristalle,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
